ndvi,evi,ndwi,ndre,lai,temp,rainfall,crop_type,stress_label,irrigation_label,yield_tha,soil_ph,salinity_ds_m,organic_matter_pct,vra_zone
0.5853250108991758,0.511537222178324,0.2544245642177355,0.2962349620352439,4.744636246821676,34.40774494841297,123.64062800193061,rice,Healthy,adequate,4.103523920974106,7.212903768275268,1.0551913973960556,0.997789081598398,High
0.607004927237011,0.5007321510142158,0.10873641133595785,0.3328989988850259,2.9682839283412834,30.71667895914098,116.98261111046149,cotton,Healthy,adequate,1.7464080131935509,7.599733537618245,2.5231065772760917,0.7299002496968859,High
0.41627253734666025,0.1647187382415237,0.006238805707153114,0.10937876285188561,2.1890516005024274,35.102639396394885,55.09667110785202,cotton,Stressed,irrigate_soon,1.8961939743012703,8.001746080830554,1.1112123857817955,0.4895856122346858,Medium
0.5515003849873608,0.4774843661631949,0.2900697211376274,0.31576196122088157,3.707338828105258,39.72263303622504,152.61657523434678,rice,Healthy,adequate,3.7639282766059954,8.3121667933297,1.3682293003259758,0.7638349203452783,High
0.6227211941614768,0.3582868110843312,0.2036070779267803,0.3015328867732438,3.0970724429183556,11.57103780547498,27.554360245730972,wheat,Healthy,adequate,3.0537105266528406,7.798158721136458,0.3645340130353161,1.1886631735743294,High
0.7763423081452636,0.4351496514556313,0.04795034122817049,0.1894800919368947,2.964605995490834,16.85013862611532,80.0674161808245,wheat,Healthy,adequate,2.9932692276345967,7.377005698581577,1.3532801135677517,0.9767931439256313,High
0.44726994089093597,0.3877529494741737,0.11491803403077158,0.2522639225328768,2.3361260417748104,29.70161989909943,49.0377138038274,wheat,Stressed,adequate,2.703280164885819,7.274374632012853,1.0677882032915038,0.8329000284589668,Medium
0.3259425369866216,0.440981860880847,0.12357583625572072,0.15376810281146525,2.334368021486658,34.15289148292849,87.44742938651184,cotton,Stressed,adequate,1.2536609068509654,6.8862911842919665,1.9135277329339404,0.8889365822115742,Medium
0.5636351247335366,0.2858373430781419,0.09796471628104923,0.38537576097306825,2.727894486961951,30.83986188851118,64.64789212193674,cotton,Stressed,adequate,1.370114688382011,8.361778608153,0.8234632588751977,1.3688054851712805,High
0.47702757569696286,0.3953651914947851,0.40259441806248,0.41978253557576706,2.4850007734199884,28.416211985644885,234.76457470699003,rice,Stressed,overwatered,3.5934708893348115,7.3328499888804775,1.1374969724804804,1.2708954539119217,High
