ndvi,ndre,ndwi,evi,lai,ndvi_std,label,zone_name
0.06678131610694096,0.11114904816717845,-0.05963457917495568,0.0423068114763749,0.2162163849578257,0.14706411080913623,0,Low
0.052605828088987915,0.06944897522862195,-0.2869535086644656,0.037432583708984474,0.20643815463369067,0.12699137554962844,0,Low
0.28398473411479697,0.13813777505753305,-0.23962851271280156,0.15185088668310878,0.9004146095596313,0.1691308315417857,0,Low
0.07479227467782229,0.04259060465338033,-0.2190037773209076,0.059387263814898464,0.5172340517258529,0.15593359716740637,0,Low
0.24707335814075707,0.09307506907790065,0.023019926717182948,0.18593562435181346,0.7765642926760062,0.031052094608611407,0,Low
0.20618204657285508,0.05026049468805871,-0.008932514841380246,0.1595225127994814,1.0945445347227654,0.1649471374393504,0,Low
0.12574657265119304,0.04311350294573171,-0.212130472892905,0.06866873622391291,0.39574786419931335,0.029566822823012824,0,Low
0.08129964813984426,0.0417618891516855,-0.09457237677343144,0.05748422351023912,0.4908220845754682,0.055586901450576306,0,Low
0.22777445297969676,0.020848429168705163,0.3909548965518985,0.1366104213976799,1.4462174586790262,0.05428384902004761,0,Low
0.285192834131177,0.12399401778183178,-0.11248859156237273,0.18466666769049125,0.8599567753943097,0.06525780397633386,0,Low
0.08678893678558545,0.06791080484398927,-0.2887601488038667,0.05793755260868841,0.4924294868535865,0.08683081366579734,0,Low
0.0696585826696578,0.08215747304308421,-0.37679687763177844,0.04313908014446822,0.35598050221422434,0.08045170691573404,0,Low
0.10362942782925832,0.1272444993955805,0.34719342975613166,0.08182449323683605,0.35187059261806136,0.07215363998857934,0,Low
0.21338831000749944,0.14615891925039873,-0.2061747612239355,0.17377782066111203,1.2709535667462624,0.1970210659483158,0,Low
0.028075644522520225,0.059211862228955595,-0.01750799813239967,0.020642025767905248,0.15766967924007758,0.18314216204856154,0,Low
0.25160193677649956,0.008305900337426947,-0.01076790159209029,0.16164705625666229,1.7583398471934433,0.09690647496400845,0,Low
0.20478574200080588,0.04266441497008359,0.0917031647339015,0.1172032996315284,1.1087973734177405,0.1762742429458366,0,Low
0.005771337433766133,0.0756879614309019,0.3858964994851183,0.0032073739320437698,0.021548150040029374,0.10474826979827775,0,Low
0.26129795409807277,0.08441394141556714,0.006966915656467232,0.13858328176569745,1.7893537722115103,0.08248086766634587,0,Low
0.0755421456442688,0.061761591711457745,-0.06865427063534418,0.04989457403092344,0.4346810494448018,0.17623038235060373,0,Low
0.01719386403805686,0.07361528470000579,-0.0688175001391424,0.008662406932212378,0.10773602654347186,0.03877637620173022,0,Low
0.03442440285210147,0.0072447627077554975,-0.23966269294841291,0.01934257964351566,0.1511735032762782,0.13866867096518537,0,Low
0.016288268288543704,0.12904136402621796,-0.13873710771475534,0.011602338178275792,0.04964697481972247,0.08584542471230608,0,Low
0.0006152735716104973,0.024818741036582496,-0.04171965562294522,0.0004228655880346552,0.0022221924178392697,0.15413892997081743,0,Low
0.056701099656181364,0.017376763823558593,-0.13326038979106053,0.0392938638921208,0.3943905807405237,0.09536883133432705,0,Low
0.12779892517263322,0.008900020517478251,0.2126557385274428,0.07203054787469026,0.7641371555724807,0.18391103799138947,0,Low
0.23046622862740837,0.09636801306183222,0.08313303639090375,0.15182458597734688,0.824647525158676,0.1601909496419154,0,Low
0.14319668111777814,0.09384687347034665,-0.1007878168692461,0.08165833010799939,0.8915473845848422,0.08163196500328224,0,Low
0.26000400869142354,0.14485873537840227,0.26399082176562916,0.14166274625023828,1.669237100425898,0.11348440857438184,0,Low
0.07242348026929393,0.013973405043921848,-0.17719212869606826,0.03969527178570647,0.2246995203802008,0.1977975828405394,0,Low
0.2494626745209079,0.11084238946452896,-0.245588983045377,0.12715305944528157,1.2325490565027675,0.15350499738853812,0,Low
0.2888512090079287,0.1265825532904732,0.3148018847956461,0.16855391263451694,1.0460180589473738,0.06460071861680693,0,Low
0.04157384197750828,0.11977257355676883,0.3224344487726605,0.02525900708025233,0.2705502881543209,0.029906332428604413,0,Low
0.20320696188815304,0.0791239814843688,-0.1786053635041742,0.1562398146902962,0.7819788210221863,0.0949069077369601,0,Low
0.21295780082186488,0.05073434717127931,0.28428814847178063,0.17098370194611284,0.8113951336048276,0.0992701979597143,0,Low
0.12960379298693345,0.06150677029511935,0.0015777105490227816,0.06817525122503923,0.8398584968950997,0.07218466010356005,0,Low
0.00054371803614357,0.1027655899003516,0.12037766700869912,0.0004589560778047388,0.0031954248401081077,0.07988709946813008,0,Low
0.2857852655395226,0.05480186988935521,0.256995748726078,0.17646837882464994,0.9130362698376838,0.15208127497898383,0,Low
0.10506327922555968,0.050833154855292856,0.17268130149320016,0.06437366341436183,0.3647850444562646,0.09281184534300899,0,Low
0.24715321186465003,0.019530673200969035,0.04358462061106955,0.1350175141863239,0.7900824314358309,0.08816775942175271,0,Low
0.19736499489907947,0.04124809997944121,-0.043415081810065925,0.13262253135903,1.2562599930399925,0.16741625751296327,0,Low
0.0007041629552766881,0.0620878491328754,0.12487282556801582,0.0005621605099235585,0.0022502168962602086,0.13308469731396497,0,Low
0.2526058492698346,0.03826140308750615,-0.2357949349066747,0.16766644679527556,1.7304304787843359,0.14471955101143194,0,Low
0.12734551394151403,0.0031294199916250764,0.04538069075030721,0.0792185625416687,0.47663573864825753,0.11002665839640119,0,Low
