ndvi,evi,ndwi,ndre,lai,ndvi_std,ndvi_min,ndvi_max,label,label_name
0.399816047538945,0.31591179578887546,0.16959818254342152,0.3715707149430517,2.546065241548528,0.027799726016810133,0.31400768632212506,0.5277719006586892,0,Healthy
0.1901672517614813,0.12201406911416897,-0.34382465171125925,0.19578737930267923,1.7486639612006325,0.08486373774747934,0.11925775372905527,0.24117152235268735,1,Stressed
0.04433937943676302,0.02028202619123598,-0.39881924347525954,0.023298331215843352,0.38651909209730867,0.11673926327824502,0.0068107005246499305,0.14196641906494295,2,Diseased
0.4324279936868144,0.3273632093473479,0.009902134647507915,0.34455502029235574,4.073450991017149,0.022322520635999887,0.29167350849667056,0.4977751648186706,0,Healthy
0.10975773894779194,0.0757083756917333,-0.06031039007763217,0.17317562873630457,0.9569206537600561,0.07683704798044688,0.008703757357062525,0.176166888572168,1,Stressed
0.029763058787582307,0.01335031148204322,-0.5379640176096736,0.07274563216630257,0.1923289898800093,0.17950267412247783,0.0,0.1473719015406977,2,Diseased
0.46868411173731184,0.2985381363001203,0.24087538832936756,0.42804250347555667,5.2882462954746625,0.06474136752138245,0.3288941138562033,0.6016527928893924,0,Healthy
0.11327387530778793,0.06107688531791988,-0.3364318133268386,0.10554624630685701,1.083015934534223,0.08899443222417272,0.003549624758672182,0.1746790749094033,1,Stressed
0.04247476077499046,0.01965769412419842,-0.5006765212588331,0.06417575846032317,0.09100285402387395,0.21842643239206208,0.0,0.11830779937443288,2,Diseased
0.25220884684944095,0.19245862541382291,0.16205720315428512,0.4132822937731159,4.69944621340081,0.02370223258670452,0.1363622739950137,0.3126370622067026,0,Healthy
0.22946551388133904,0.14333784193542184,-0.2507305925442052,0.06889816904004331,0.9664734825734933,0.0927628325418723,0.1256891431810552,0.3077189621626518,1,Stressed
0.09097701940610613,0.04018131774492532,-0.5081420139215944,0.0570595829778396,0.46843177673929354,0.16735326370833956,0.024718988608832468,0.2051704469334769,2,Diseased
0.45909313175279765,0.31471210806587996,-0.042374261976771445,0.21452525663785743,2.1100021499035697,0.05182052056318902,0.347657533645165,0.5548644939576209,0,Healthy
0.23613497108891396,0.12984080820900906,-0.22688512308931108,0.16577715939602683,0.8431972482374337,0.07538859368801551,0.1587498839140879,0.28580824832415425,1,Stressed
0.09437581218740584,0.051192848806197705,-0.3283086852213518,0.06971684721501742,0.4920196422945129,0.12238840706632431,0.020822272278007176,0.21449030363644045,2,Diseased
0.572976062065625,0.446473410095661,0.04540104249155916,0.21521661584885654,2.797773068896796,0.04135538943131282,0.4111745854733757,0.7004418145586959,0,Healthy
0.10104281957967862,0.060842879298869806,-0.2247766990553663,0.09109509346590224,0.6797980510005242,0.09363306199825397,-0.015531762655072529,0.16043499550092394,1,Stressed
0.06150324973946929,0.03142236010199433,-0.42272963916724715,0.07774256661767685,0.5793460122181612,0.1302138754990437,0.011668339385926166,0.15061743001564937,2,Diseased
0.36393619775098707,0.22104661772396214,0.13286930019396903,0.3408572874332357,2.1801756293749626,0.033932323211830574,0.1931096091543217,0.4354967679110146,0,Healthy
0.12173423081368347,0.0727837464652464,-0.054304863766819755,0.09388773801161006,1.5082033211088177,0.12331337307301024,0.047475978174139497,0.20542721173039505,1,Stressed
0.04942265061754026,0.0242018642299201,-0.32826460123368684,0.04286197472598068,0.09965937352992457,0.20023629947070856,0.01017584671923611,0.12367005696952132,2,Diseased
0.26631005662190554,0.19125818060473235,0.15326930855268472,0.18530810525691396,3.7923257040474834,0.0313247887598969,0.12179277758096058,0.33200303523235475,0,Healthy
0.2036406607153699,0.11757133864621072,-0.06898100337897961,0.07925293218043905,1.0115995265753877,0.07794314648684124,0.08815904361865615,0.2962810219182288,1,Stressed
0.040635330217212454,0.020236199959770978,-0.2639722299295745,0.04441606492795699,0.3413078180958035,0.1290222749080542,0.015049164148858499,0.20727337875114493,2,Diseased
0.6101672228653322,0.4433598853144842,0.051708937314610195,0.2917470638760515,4.540844876045838,0.06485551299762886,0.44145858043882047,0.7303560219925184,0,Healthy
0.19630474692314315,0.1014557883684666,-0.30151138577161585,0.1857975863937911,1.4096435894893848,0.07064379361316409,0.13021645435118123,0.27611485306962646,1,Stressed
0.020404926707697495,0.007105860963263762,-0.3579431737216949,0.055351615815415464,0.4085786927264302,0.12691231713526718,0.0,0.10124730808228152,2,Diseased
0.3801598792637071,0.2848531440464369,0.1448898697141644,0.4517514913581369,4.301645123051202,0.04841543016677358,0.2907924024808978,0.4632543015390561,0,Healthy
0.1397803551522588,0.07671116937712966,-0.058096833574266316,0.11503368145334647,1.83806983276567,0.11417970381980841,0.03209167693975991,0.20993858073857036,1,Stressed
0.06615231077010873,0.02962004829341744,-0.48166495427068445,0.05779616922092043,0.20442479934247065,0.10291791597177447,0.007423973015678667,0.1391766990930251,2,Diseased
0.6261834337411658,0.4951769146229604,0.22445931706613453,0.2984507840817422,2.054098157851036,0.06641592812938628,0.5033650189094344,0.7631823674550962,0,Healthy
0.24454299656338793,0.16399099594907238,-0.26166533237912426,0.11391368200426955,1.7767050072752855,0.09218454036093944,0.1743734317622224,0.3179510723108889,1,Stressed
0.09489238193286248,0.04828209217067899,-0.3504785904687223,0.007774119501661483,0.3882539746845433,0.21880646201251158,0.06648734101867104,0.21227523674014825,2,Diseased
0.6009492287711822,0.44960240317016603,0.15910472229858036,0.40479490687587494,3.258219029269143,0.03467959221322467,0.4400131132233308,0.7238594342923085,0,Healthy
0.23006084778701555,0.15705060304443264,-0.19659728034171864,0.13021228125620793,1.6974427684501627,0.11549747515444357,0.12794283515155336,0.3178084079531816,1,Stressed
0.09120042734540532,0.036607719027282805,-0.4185459665760196,0.00751855518726952,0.36805407754789565,0.10431307285560906,0.04326454625745771,0.21174422985739028,2,Diseased
0.36461650085131375,0.2618554117218373,-0.040849925018285174,0.1919514203997486,4.879101962308804,0.038009532070563144,0.27191044958612526,0.4616183942562462,0,Healthy
0.21549903296479161,0.11705136102620328,-0.1631328572542999,0.07194864509912752,0.5775225817529115,0.10719482420977036,0.12306092566818522,0.293744827054684,1,Stressed
0.07808730669781293,0.04628669019555071,-0.36929487809458167,0.025836517835299676,0.48735240712278693,0.1324998701514489,0.03174902145547476,0.1382866362723075,2,Diseased
0.260140297366183,0.20616890739038982,0.20079403615366176,0.4027117459499834,3.4313353054499447,0.02866471600354229,0.16449659309907438,0.3326621582009966,0,Healthy
0.18238399970591807,0.11725817236407471,-0.1519407869846806,0.099190745572432,1.9322979209947913,0.12165278416870381,0.08912275655523402,0.2590872444799792,1,Stressed
0.05356800499422319,0.020051537963113514,-0.42540956247205847,0.06062768883714953,0.05791641874636573,0.11392871686082995,0.030807846472918027,0.10886274929568932,2,Diseased
0.592184233604403,0.43864955819797663,0.09225214872619754,0.21130693140832046,3.720655562908913,0.04367358853902829,0.49486404661340144,0.6812308820358206,0,Healthy
0.159775710159606,0.09956743243343417,-0.15947190473970685,0.06634256136808624,1.0619189219397067,0.11381019409999656,0.06958753464480075,0.25116510063090536,1,Stressed
0.0726954905295156,0.025362026589103713,-0.5253009384098496,0.05139354225650525,0.064581220797892,0.1702930697528156,0.0,0.19750713365337985,2,Diseased
0.40526797048260876,0.2953016044342664,0.08747586714745499,0.35459737258109914,5.295126830717838,0.039305131890038716,0.22914891410021734,0.5367495282586545,0,Healthy
0.12936867021839446,0.06647897096096485,-0.319766599586772,0.06255105559121696,0.6416644411338925,0.117810474139145,0.06509735131078072,0.18850720803602014,1,Stressed
0.08759002487755638,0.02688852429228188,-0.2649360310938725,0.022548381981871996,0.11499065519191093,0.18360845984369809,0.02985345407076334,0.2516613866360733,2,Diseased
0.5440284175215544,0.41384034232613576,0.03461037177139194,0.2367806540095113,4.627151630743004,0.0603417369633632,0.36497790332148705,0.6311640084435828,0,Healthy
0.15580271286891748,0.10209480555249702,-0.24775893792409465,0.19030602558449908,1.7876191277645177,0.10002958191625129,0.050750448801427636,0.2410752853139984,1,Stressed
0.02824990950687461,0.016124084233721702,-0.37316166964325004,0.06611659728861934,0.22602728056683646,0.20746278741954405,0.0,0.0796588041993134,2,Diseased
0.6121527905677056,0.3784679531278801,0.04579409127712446,0.4840198294562576,5.327125014281446,0.048671894406164304,0.46896906935072563,0.7025128875457544,0,Healthy
0.1439816157547097,0.08145513833408437,-0.14824446317688847,0.1653324341212752,1.687368565588773,0.12527326999561877,0.07850924957178827,0.21364683403686457,1,Stressed
0.024604700801331543,0.011437708359779156,-0.39546432451931807,0.07101633462066398,0.24300325690364327,0.11404804197131271,0.0,0.17360108292460294,2,Diseased
0.49728722532650443,0.30842973820124125,-0.024767958165500772,0.4043101220669184,2.2546705222746772,0.06109300296451782,0.3466630026108548,0.5546086155842754,0,Healthy
0.1127256571127788,0.0786067475203934,-0.23771876127316388,0.11188990058936474,1.719199350886254,0.13630740041687012,-0.006434406716593455,0.1979283482283153,1,Stressed
0.05010076684247326,0.016285265034291806,-0.27799857942539713,0.044672339978864405,0.28332210508583694,0.20876252621136832,0.02342891790410418,0.16414203040028497,2,Diseased
0.25454145790696764,0.17658358735954066,-0.033109017295448795,0.218021733205783,2.411341863719867,0.052460515105803185,0.09993696998042531,0.357044646765712,0,Healthy
0.2443258822711813,0.14048105815151823,-0.26428637411544176,0.18160387794652444,0.835393757779179,0.1374255777608428,0.1835966137897923,0.34251861187363963,1,Stressed
0.02345279295604609,0.013305776368743959,-0.36530461181979507,0.07943718368954403,0.09058811060446936,0.1664625141281585,0.0,0.14145551269816545,2,Diseased
